year;month;day;hour;NO;NOx;O3;PM10;
2005;11;7;4;0.000000;10.0000;50.0000;18.2000;
2005;11;7;5;1.00000;10.0000;54.0000;18.2000;
2005;11;7;6;1.00000;10.0000;50.0000;18.2000;
2005;11;7;7;1.00000;13.0000;40.0000;18.2000;
2005;11;7;8;0.000000;17.0000;34.0000;18.2000;
2005;11;7;9;0.000000;23.0000;30.0000;18.2000;
2005;11;7;10;0.000000;25.0000;30.0000;18.2000;
2005;11;7;11;1.00000;25.0000;26.0000;18.2000;
2005;11;7;12;1.00000;25.0000;28.0000;18.2000;
2005;11;7;13;2.00000;23.0000;28.0000;18.2000;
2005;11;7;14;5.00000;31.0000;24.0000;18.2000;
2005;11;7;15;5.00000;31.0000;26.0000;18.2000;
2005;11;7;16;2.00000;23.0000;30.0000;18.2000;
2005;11;7;17;1.00000;21.0000;30.0000;18.2000;
2005;11;7;18;0.000000;21.0000;20.0000;18.2000;
2005;11;7;19;0.000000;23.0000;16.0000;18.2000;
2005;11;7;20;0.000000;27.0000;8.00000;18.2000;
2005;11;7;21;0.000000;33.0000;4.00000;18.2000;
2005;11;7;22;1.00000;34.0000;2.00000;18.2000;
2005;11;7;23;2.00000;38.0000;2.00000;18.2000;
2005;11;7;24;10.0000;52.0000;2.00000;18.2000;
2005;11;8;1;12.0000;57.0000;2.00000;24.7000;
2005;11;8;2;12.0000;59.0000;2.00000;24.7000;
2005;11;8;3;14.0000;55.0000;2.00000;24.7000;
2005;11;8;4;12.0000;57.0000;2.00000;24.7000;
2005;11;8;5;5.00000;42.0000;2.00000;24.7000;
2005;11;8;6;4.00000;40.0000;2.00000;24.7000;
2005;11;8;7;10.0000;48.0000;2.00000;24.7000;
2005;11;8;8;22.0000;67.0000;4.00000;24.7000;
2005;11;8;9;27.0000;73.0000;6.00000;24.7000;
2005;11;8;10;21.0000;63.0000;12.0000;24.7000;
2005;11;8;11;10.0000;40.0000;26.0000;24.7000;
2005;11;8;12;7.00000;36.0000;36.0000;24.7000;
2005;11;8;13;5.00000;33.0000;44.0000;24.7000;
2005;11;8;14;2.00000;19.0000;60.0000;24.7000;
2005;11;8;15;2.00000;31.0000;52.0000;24.7000;
2005;11;8;16;1.00000;19.0000;64.0000;24.7000;
2005;11;8;17;4.00000;48.0000;12.0000;24.7000;
2005;11;8;18;7.00000;57.0000;2.00000;24.7000;
2005;11;8;19;12.0000;63.0000;2.00000;24.7000;
2005;11;8;20;1.00000;52.0000;6.00000;24.7000;
2005;11;8;21;0.000000;46.0000;6.00000;24.7000;
2005;11;8;22;0.000000;50.0000;2.00000;24.7000;
2005;11;8;23;4.00000;54.0000;2.00000;24.7000;
2005;11;8;24;12.0000;61.0000;2.00000;24.7000;
2005;11;9;1;15.0000;61.0000;2.00000;18.2000;
2005;11;9;2;12.0000;54.0000;2.00000;18.2000;
2005;11;9;3;10.0000;55.0000;2.00000;18.2000;
2005;11;9;4;2.00000;46.0000;2.00000;18.2000;
2005;11;9;5;6.00000;54.0000;2.00000;18.2000;
2005;11;9;6;6.00000;55.0000;2.00000;18.2000;
2005;11;9;7;5.00000;54.0000;2.00000;18.2000;
2005;11;9;8;2.00000;40.0000;6.00000;18.2000;
2005;11;9;9;4.00000;33.0000;12.0000;18.2000;
2005;11;9;10;5.00000;33.0000;14.0000;18.2000;
2005;11;9;11;6.00000;33.0000;16.0000;18.2000;
2005;11;9;12;5.00000;29.0000;22.0000;18.2000;
2005;11;9;13;7.00000;34.0000;20.0000;18.2000;
2005;11;9;14;9.00000;38.0000;26.0000;18.2000;
2005;11;9;15;7.00000;38.0000;28.0000;18.2000;
2005;11;9;16;5.00000;38.0000;26.0000;18.2000;
2005;11;9;17;1.00000;33.0000;26.0000;18.2000;
2005;11;9;18;0.000000;29.0000;30.0000;18.2000;
2005;11;9;19;0.000000;29.0000;24.0000;18.2000;
2005;11;9;20;0.000000;21.0000;28.0000;18.2000;
2005;11;9;21;1.00000;21.0000;14.0000;18.2000;
2005;11;9;22;0.000000;23.0000;12.0000;18.2000;
2005;11;9;23;0.000000;23.0000;10.0000;18.2000;
2005;11;9;24;0.000000;21.0000;10.0000;18.2000;
2005;11;10;1;0.000000;19.0000;18.0000;27.3000;
2005;11;10;2;0.000000;19.0000;24.0000;27.3000;
2005;11;10;3;0.000000;19.0000;28.0000;27.3000;
2005;11;10;4;0.000000;15.0000;28.0000;27.3000;
2005;11;10;5;0.000000;17.0000;22.0000;27.3000;
2005;11;10;6;0.000000;15.0000;28.0000;27.3000;
2005;11;10;7;0.000000;11.0000;30.0000;27.3000;
2005;11;10;8;0.000000;15.0000;22.0000;27.3000;
2005;11;10;9;1.00000;17.0000;26.0000;27.3000;
2005;11;10;10;1.00000;15.0000;50.0000;27.3000;
2005;11;10;11;1.00000;17.0000;48.0000;27.3000;
2005;11;10;12;1.00000;17.0000;46.0000;27.3000;
2005;11;10;13;1.00000;21.0000;50.0000;27.3000;
2005;11;10;14;2.00000;29.0000;44.0000;27.3000;
2005;11;10;15;4.00000;34.0000;42.0000;27.3000;
2005;11;10;16;2.00000;36.0000;36.0000;27.3000;
2005;11;10;17;1.00000;40.0000;26.0000;27.3000;
2005;11;10;18;1.00000;34.0000;18.0000;27.3000;
2005;11;10;19;0.000000;29.0000;8.00000;27.3000;
2005;11;10;20;1.00000;36.0000;4.00000;27.3000;
2005;11;10;21;4.00000;44.0000;2.00000;27.3000;
2005;11;10;22;10.0000;52.0000;2.00000;27.3000;
2005;11;10;23;15.0000;59.0000;2.00000;27.3000;
2005;11;10;24;12.0000;55.0000;2.00000;27.3000;
2005;11;11;1;9.00000;50.0000;2.00000;29.9000;
2005;11;11;2;5.00000;42.0000;2.00000;29.9000;
2005;11;11;3;5.00000;48.0000;2.00000;29.9000;
2005;11;11;4;1.00000;40.0000;2.00000;29.9000;
2005;11;11;5;1.00000;44.0000;2.00000;29.9000;
2005;11;11;6;4.00000;50.0000;2.00000;29.9000;
2005;11;11;7;5.00000;54.0000;2.00000;29.9000;
2005;11;11;8;7.00000;59.0000;4.00000;29.9000;
2005;11;11;9;11.0000;61.0000;6.00000;29.9000;
2005;11;11;10;10.0000;54.0000;8.00000;29.9000;
2005;11;11;11;11.0000;54.0000;12.0000;29.9000;
2005;11;11;12;11.0000;54.0000;14.0000;29.9000;
2005;11;11;13;9.00000;50.0000;18.0000;29.9000;
2005;11;11;14;9.00000;54.0000;20.0000;29.9000;
2005;11;11;15;9.00000;55.0000;16.0000;29.9000;
2005;11;11;16;5.00000;46.0000;20.0000;29.9000;
2005;11;11;17;2.00000;42.0000;14.0000;29.9000;
2005;11;11;18;2.00000;48.0000;8.00000;29.9000;
2005;11;11;19;2.00000;40.0000;2.00000;29.9000;
2005;11;11;20;7.00000;44.0000;2.00000;29.9000;
2005;11;11;21;2.00000;38.0000;2.00000;29.9000;
2005;11;11;22;2.00000;36.0000;4.00000;29.9000;
2005;11;11;23;6.00000;54.0000;2.00000;29.9000;
2005;11;11;24;7.00000;59.0000;2.00000;29.9000;
2005;11;12;1;7.00000;55.0000;2.00000;23.4000;
2005;11;12;2;15.0000;65.0000;2.00000;23.4000;
2005;11;12;3;22.0000;77.0000;2.00000;23.4000;
2005;11;12;4;27.0000;86.0000;2.00000;23.4000;
2005;11;12;5;22.0000;80.0000;2.00000;23.4000;
2005;11;12;6;21.0000;78.0000;2.00000;23.4000;
2005;11;12;7;20.0000;77.0000;2.00000;23.4000;
2005;11;12;8;14.0000;65.0000;4.00000;23.4000;
2005;11;12;9;7.00000;46.0000;8.00000;23.4000;
2005;11;12;10;4.00000;36.0000;12.0000;23.4000;
2005;11;12;11;4.00000;33.0000;16.0000;23.4000;
2005;11;12;12;5.00000;36.0000;18.0000;23.4000;
2005;11;12;13;6.00000;40.0000;14.0000;23.4000;
2005;11;12;14;5.00000;36.0000;14.0000;23.4000;
2005;11;12;15;2.00000;33.0000;16.0000;23.4000;
2005;11;12;16;1.00000;29.0000;20.0000;23.4000;
2005;11;12;17;0.000000;29.0000;20.0000;23.4000;
2005;11;12;18;0.000000;27.0000;22.0000;23.4000;
2005;11;12;19;0.000000;25.0000;22.0000;23.4000;
2005;11;12;20;0.000000;25.0000;26.0000;23.4000;
2005;11;12;21;0.000000;17.0000;30.0000;23.4000;
2005;11;12;22;0.000000;17.0000;32.0000;23.4000;
2005;11;12;23;0.000000;17.0000;30.0000;23.4000;
2005;11;12;24;0.000000;15.0000;32.0000;23.4000;
2005;11;13;1;0.000000;15.0000;32.0000;16.9000;
2005;11;13;2;0.000000;15.0000;30.0000;16.9000;
2005;11;13;3;0.000000;15.0000;24.0000;16.9000;
2005;11;13;4;0.000000;13.0000;28.0000;16.9000;
2005;11;13;5;0.000000;15.0000;26.0000;16.9000;
2005;11;13;6;0.000000;13.0000;26.0000;16.9000;
2005;11;13;7;0.000000;13.0000;30.0000;16.9000;
2005;11;13;8;0.000000;11.0000;32.0000;16.9000;
2005;11;13;9;0.000000;11.0000;34.0000;16.9000;
2005;11;13;10;1.00000;11.0000;38.0000;16.9000;
2005;11;13;11;1.00000;11.0000;42.0000;16.9000;
2005;11;13;12;1.00000;11.0000;38.0000;16.9000;
2005;11;13;13;1.00000;13.0000;40.0000;16.9000;
2005;11;13;14;1.00000;13.0000;42.0000;16.9000;
2005;11;13;15;1.00000;15.0000;44.0000;16.9000;
2005;11;13;16;1.00000;15.0000;42.0000;16.9000;
2005;11;13;17;0.000000;17.0000;38.0000;16.9000;
2005;11;13;18;0.000000;27.0000;24.0000;16.9000;
2005;11;13;19;0.000000;38.0000;14.0000;16.9000;
2005;11;13;20;0.000000;36.0000;18.0000;16.9000;
2005;11;13;21;0.000000;33.0000;20.0000;16.9000;
2005;11;13;22;0.000000;23.0000;26.0000;16.9000;
2005;11;13;23;0.000000;21.0000;28.0000;16.9000;
2005;11;13;24;0.000000;19.0000;26.0000;16.9000;
2005;11;14;1;0.000000;17.0000;24.0000;22.1000;
2005;11;14;2;0.000000;15.0000;28.0000;22.1000;
2005;11;14;3;0.000000;13.0000;24.0000;22.1000;
2005;11;14;4;0.000000;10.0000;22.0000;22.1000;
2005;11;14;5;0.000000;11.0000;26.0000;22.1000;
2005;11;14;6;0.000000;11.0000;22.0000;22.1000;
2005;11;14;7;0.000000;15.0000;14.0000;22.1000;
2005;11;14;8;1.00000;25.0000;8.00000;22.1000;
2005;11;14;9;4.00000;33.0000;10.0000;22.1000;
2005;11;14;10;6.00000;36.0000;14.0000;22.1000;
2005;11;14;11;7.00000;38.0000;16.0000;22.1000;
2005;11;14;12;10.0000;42.0000;16.0000;22.1000;
2005;11;14;13;9.00000;44.0000;12.0000;22.1000;
2005;11;14;14;9.00000;44.0000;16.0000;22.1000;
2005;11;14;15;10.0000;48.0000;12.0000;22.1000;
2005;11;14;16;6.00000;44.0000;14.0000;22.1000;
2005;11;14;17;5.00000;46.0000;10.0000;22.1000;
2005;11;14;18;2.00000;38.0000;6.00000;22.1000;
2005;11;14;19;1.00000;31.0000;4.00000;22.1000;
2005;11;14;20;1.00000;33.0000;2.00000;22.1000;
2005;11;14;21;7.00000;44.0000;2.00000;22.1000;
2005;11;14;22;7.00000;42.0000;2.00000;22.1000;
2005;11;14;23;4.00000;36.0000;2.00000;22.1000;
2005;11;14;24;2.00000;33.0000;2.00000;22.1000;
2005;11;15;1;2.00000;31.0000;2.00000;27.3000;
2005;11;15;2;1.00000;29.0000;2.00000;27.3000;
2005;11;15;3;2.00000;31.0000;2.00000;27.3000;
2005;11;15;4;4.00000;33.0000;2.00000;27.3000;
2005;11;15;5;7.00000;38.0000;2.00000;27.3000;
2005;11;15;6;7.00000;38.0000;2.00000;27.3000;
2005;11;15;7;7.00000;38.0000;2.00000;27.3000;
2005;11;15;8;12.0000;46.0000;2.00000;27.3000;
2005;11;15;9;16.0000;52.0000;4.00000;27.3000;
2005;11;15;10;17.0000;54.0000;4.00000;27.3000;
2005;11;15;11;15.0000;52.0000;6.00000;27.3000;
2005;11;15;12;16.0000;54.0000;8.00000;27.3000;
2005;11;15;13;16.0000;54.0000;8.00000;27.3000;
2005;11;15;14;17.0000;57.0000;8.00000;27.3000;
2005;11;15;15;16.0000;57.0000;8.00000;27.3000;
2005;11;15;16;16.0000;63.0000;6.00000;27.3000;
2005;11;15;17;37.0000;98.0000;4.00000;27.3000;
2005;11;15;18;21.0000;69.0000;2.00000;27.3000;
2005;11;15;19;27.0000;78.0000;4.00000;27.3000;
2005;11;15;20;27.0000;78.0000;2.00000;27.3000;
2005;11;15;21;32.0000;80.0000;2.00000;27.3000;
2005;11;15;22;26.0000;73.0000;2.00000;27.3000;
2005;11;15;23;20.0000;63.0000;2.00000;27.3000;
2005;11;15;24;22.0000;67.0000;4.00000;27.3000;
2005;11;16;1;20.0000;65.0000;2.00000;22.1000;
2005;11;16;2;22.0000;69.0000;2.00000;22.1000;
2005;11;16;3;20.0000;67.0000;2.00000;22.1000;
2005;11;16;4;0.000000;34.0000;2.00000;22.1000;
2005;11;16;5;0.000000;33.0000;6.00000;22.1000;
2005;11;16;6;0.000000;25.0000;8.00000;22.1000;
2005;11;16;7;12.0000;50.0000;2.00000;22.1000;
2005;11;16;8;25.0000;73.0000;2.00000;22.1000;
2005;11;16;9;31.0000;84.0000;4.00000;22.1000;
2005;11;16;10;29.0000;80.0000;6.00000;22.1000;
2005;11;16;11;20.0000;67.0000;8.00000;22.1000;
2005;11;16;12;10.0000;46.0000;20.0000;22.1000;
2005;11;16;13;2.00000;19.0000;50.0000;22.1000;
2005;11;16;14;2.00000;21.0000;48.0000;22.1000;
2005;11;16;15;1.00000;21.0000;44.0000;22.1000;
2005;11;16;16;1.00000;21.0000;42.0000;22.1000;
2005;11;16;17;1.00000;23.0000;40.0000;22.1000;
2005;11;16;18;0.000000;23.0000;30.0000;22.1000;
2005;11;16;19;0.000000;27.0000;18.0000;22.1000;
2005;11;16;20;0.000000;31.0000;12.0000;22.1000;
2005;11;16;21;0.000000;25.0000;10.0000;22.1000;
2005;11;16;22;0.000000;23.0000;6.00000;22.1000;
2005;11;16;23;0.000000;23.0000;6.00000;22.1000;
2005;11;16;24;1.00000;21.0000;4.00000;22.1000;
2005;11;17;1;1.00000;21.0000;4.00000;14.3000;
2005;11;17;2;1.00000;19.0000;4.00000;14.3000;
2005;11;17;3;2.00000;19.0000;4.00000;14.3000;
2005;11;17;4;1.00000;15.0000;4.00000;14.3000;
2005;11;17;5;1.00000;21.0000;4.00000;14.3000;
2005;11;17;6;1.00000;21.0000;2.00000;14.3000;
2005;11;17;7;7.00000;33.0000;4.00000;14.3000;
2005;11;17;8;6.00000;31.0000;2.00000;14.3000;
2005;11;17;9;12.0000;46.0000;4.00000;14.3000;
2005;11;17;10;19.0000;55.0000;4.00000;14.3000;
2005;11;17;11;22.0000;63.0000;6.00000;14.3000;
2005;11;17;12;29.0000;77.0000;8.00000;14.3000;
2005;11;17;13;12.0000;44.0000;26.0000;14.3000;
2005;11;17;14;1.00000;11.0000;46.0000;14.3000;
2005;11;17;15;1.00000;11.0000;56.0000;14.3000;
2005;11;17;16;1.00000;11.0000;50.0000;14.3000;
2005;11;17;17;0.000000;13.0000;36.0000;14.3000;
2005;11;17;18;0.000000;13.0000;26.0000;14.3000;
2005;11;17;19;0.000000;15.0000;20.0000;14.3000;
2005;11;17;20;0.000000;19.0000;16.0000;14.3000;
2005;11;17;21;0.000000;19.0000;18.0000;14.3000;
2005;11;17;22;0.000000;19.0000;16.0000;14.3000;
2005;11;17;23;0.000000;21.0000;12.0000;14.3000;
2005;11;17;24;0.000000;25.0000;4.00000;14.3000;
2005;11;18;1;1.00000;27.0000;4.00000;11.7000;
2005;11;18;2;7.00000;42.0000;2.00000;11.7000;
2005;11;18;3;1.00000;27.0000;6.00000;11.7000;
2005;11;18;4;0.000000;17.0000;8.00000;11.7000;
2005;11;18;5;0.000000;21.0000;12.0000;11.7000;
2005;11;18;6;0.000000;25.0000;8.00000;11.7000;
2005;11;18;7;0.000000;23.0000;8.00000;11.7000;
2005;11;18;8;1.00000;27.0000;8.00000;11.7000;
2005;11;18;9;5.00000;31.0000;14.0000;11.7000;
2005;11;18;10;7.00000;33.0000;24.0000;11.7000;
2005;11;18;11;2.00000;17.0000;46.0000;11.7000;
2005;11;18;12;2.00000;11.0000;48.0000;11.7000;
2005;11;18;13;2.00000;10.0000;54.0000;11.7000;
2005;11;18;14;1.00000;10.0000;58.0000;11.7000;
2005;11;18;15;1.00000;10.0000;62.0000;11.7000;
2005;11;18;16;1.00000;10.0000;58.0000;11.7000;
2005;11;18;17;1.00000;15.0000;28.0000;11.7000;
2005;11;18;18;0.000000;21.0000;12.0000;11.7000;
2005;11;18;19;0.000000;25.0000;8.00000;11.7000;
2005;11;18;20;1.00000;23.0000;8.00000;11.7000;
2005;11;18;21;1.00000;27.0000;4.00000;11.7000;
2005;11;18;22;1.00000;25.0000;6.00000;11.7000;
2005;11;18;23;0.000000;21.0000;8.00000;11.7000;
2005;11;18;24;0.000000;17.0000;12.0000;11.7000;
2005;11;19;1;0.000000;11.0000;14.0000;19.5000;
2005;11;19;2;0.000000;25.0000;10.0000;19.5000;
2005;11;19;3;0.000000;23.0000;10.0000;19.5000;
2005;11;19;4;11.0000;46.0000;4.00000;19.5000;
2005;11;19;5;40.0000;96.0000;4.00000;19.5000;
2005;11;19;6;45.0000;103.000;4.00000;19.5000;
2005;11;19;7;46.0000;103.000;4.00000;19.5000;
2005;11;19;8;42.0000;96.0000;4.00000;19.5000;
2005;11;19;9;40.0000;92.0000;4.00000;19.5000;
2005;11;19;10;39.0000;90.0000;6.00000;19.5000;
2005;11;19;11;27.0000;78.0000;16.0000;19.5000;
2005;11;19;12;2.00000;21.0000;46.0000;19.5000;
2005;11;19;13;2.00000;21.0000;46.0000;19.5000;
2005;11;19;14;2.00000;13.0000;58.0000;19.5000;
2005;11;19;15;2.00000;15.0000;52.0000;19.5000;
2005;11;19;16;4.00000;34.0000;38.0000;19.5000;
2005;11;19;17;2.00000;31.0000;18.0000;19.5000;
2005;11;19;18;2.00000;31.0000;8.00000;19.5000;
2005;11;19;19;5.00000;36.0000;4.00000;19.5000;
2005;11;19;20;7.00000;50.0000;6.00000;19.5000;
2005;11;19;21;5.00000;44.0000;4.00000;19.5000;
2005;11;19;22;2.00000;38.0000;4.00000;19.5000;
2005;11;19;23;1.00000;29.0000;6.00000;19.5000;
2005;11;19;24;0.000000;13.0000;32.0000;19.5000;
2005;11;20;1;0.000000;11.0000;24.0000;14.3000;
2005;11;20;2;0.000000;15.0000;16.0000;14.3000;
2005;11;20;3;0.000000;11.0000;20.0000;14.3000;
2005;11;20;4;0.000000;6.00000;20.0000;14.3000;
2005;11;20;5;0.000000;8.00000;16.0000;14.3000;
2005;11;20;6;0.000000;6.00000;20.0000;14.3000;
2005;11;20;7;0.000000;6.00000;14.0000;14.3000;
2005;11;20;8;1.00000;11.0000;12.0000;14.3000;
2005;11;20;9;2.00000;11.0000;12.0000;14.3000;
2005;11;20;10;7.00000;27.0000;16.0000;14.3000;
2005;11;20;11;9.00000;33.0000;24.0000;14.3000;
2005;11;20;12;7.00000;34.0000;26.0000;14.3000;
2005;11;20;13;7.00000;38.0000;34.0000;14.3000;
2005;11;20;14;4.00000;29.0000;42.0000;14.3000;
2005;11;20;15;2.00000;23.0000;48.0000;14.3000;
2005;11;20;16;1.00000;19.0000;40.0000;14.3000;
2005;11;20;17;1.00000;19.0000;22.0000;14.3000;
2005;11;20;18;0.000000;21.0000;14.0000;14.3000;
2005;11;20;19;0.000000;25.0000;10.0000;14.3000;
2005;11;20;20;9.00000;46.0000;10.0000;14.3000;
2005;11;20;21;0.000000;23.0000;12.0000;14.3000;
2005;11;20;22;1.00000;23.0000;10.0000;14.3000;
2005;11;20;23;6.00000;31.0000;6.00000;14.3000;
2005;11;20;24;6.00000;31.0000;6.00000;14.3000;
2005;11;21;1;10.0000;46.0000;4.00000;33.8000;
2005;11;21;2;10.0000;55.0000;4.00000;33.8000;
2005;11;21;3;2.00000;48.0000;6.00000;33.8000;
2005;11;21;4;0.000000;25.0000;10.0000;33.8000;
2005;11;21;5;0.000000;29.0000;8.00000;33.8000;
2005;11;21;6;1.00000;25.0000;8.00000;33.8000;
2005;11;21;7;1.00000;33.0000;6.00000;33.8000;
2005;11;21;8;6.00000;36.0000;6.00000;33.8000;
2005;11;21;9;-999;-999;10.0000;33.8000;
2005;11;21;10;22.0000;63.0000;12.0000;33.8000;
2005;11;21;11;22.0000;71.0000;16.0000;33.8000;
2005;11;21;12;22.0000;73.0000;16.0000;33.8000;
2005;11;21;13;21.0000;73.0000;18.0000;33.8000;
2005;11;21;14;19.0000;65.0000;14.0000;33.8000;
2005;11;21;15;17.0000;67.0000;18.0000;33.8000;
2005;11;21;16;14.0000;65.0000;14.0000;33.8000;
2005;11;21;17;20.0000;75.0000;4.00000;33.8000;
2005;11;21;18;25.0000;84.0000;6.00000;33.8000;
2005;11;21;19;32.0000;98.0000;6.00000;33.8000;
2005;11;21;20;39.0000;98.0000;4.00000;33.8000;
2005;11;21;21;41.0000;101.000;4.00000;33.8000;
2005;11;21;22;37.0000;101.000;2.00000;33.8000;
2005;11;21;23;41.0000;113.000;4.00000;33.8000;
2005;11;21;24;52.0000;128.000;4.00000;33.8000;
2005;11;22;1;42.0000;107.000;4.00000;7.80000;
2005;11;22;2;12.0000;44.0000;16.0000;7.80000;
2005;11;22;3;0.000000;6.00000;44.0000;7.80000;
2005;11;22;4;0.000000;4.00000;42.0000;7.80000;
2005;11;22;5;0.000000;4.00000;52.0000;7.80000;
2005;11;22;6;0.000000;4.00000;52.0000;7.80000;
2005;11;22;7;0.000000;4.00000;38.0000;7.80000;
2005;11;22;8;0.000000;6.00000;36.0000;7.80000;
2005;11;22;9;1.00000;8.00000;36.0000;7.80000;
2005;11;22;10;1.00000;6.00000;50.0000;7.80000;
2005;11;22;11;1.00000;6.00000;56.0000;7.80000;
2005;11;22;12;0.000000;4.00000;60.0000;7.80000;
2005;11;22;13;1.00000;4.00000;58.0000;7.80000;
2005;11;22;14;1.00000;2.00000;60.0000;7.80000;
2005;11;22;15;1.00000;2.00000;60.0000;7.80000;
2005;11;22;16;0.000000;4.00000;52.0000;7.80000;
2005;11;22;17;0.000000;11.0000;30.0000;7.80000;
2005;11;22;18;2.00000;21.0000;22.0000;7.80000;
2005;11;22;19;2.00000;21.0000;12.0000;7.80000;
2005;11;22;20;0.000000;21.0000;14.0000;7.80000;
2005;11;22;21;0.000000;17.0000;22.0000;7.80000;
2005;11;22;22;0.000000;4.00000;34.0000;7.80000;
2005;11;22;23;0.000000;2.00000;30.0000;7.80000;
2005;11;22;24;0.000000;2.00000;36.0000;7.80000;
2005;11;23;1;0.000000;4.00000;38.0000;14.3000;
2005;11;23;2;0.000000;2.00000;56.0000;14.3000;
2005;11;23;3;0.000000;0.000000;48.0000;14.3000;
2005;11;23;4;0.000000;0.000000;46.0000;14.3000;
2005;11;23;5;0.000000;0.000000;42.0000;14.3000;
2005;11;23;6;0.000000;2.00000;40.0000;14.3000;
2005;11;23;7;0.000000;2.00000;40.0000;14.3000;
2005;11;23;8;0.000000;2.00000;40.0000;14.3000;
2005;11;23;9;0.000000;2.00000;42.0000;14.3000;
2005;11;23;10;0.000000;2.00000;44.0000;14.3000;
2005;11;23;11;0.000000;2.00000;44.0000;14.3000;
2005;11;23;12;0.000000;2.00000;48.0000;14.3000;
2005;11;23;13;0.000000;2.00000;50.0000;14.3000;
2005;11;23;14;1.00000;2.00000;50.0000;14.3000;
2005;11;23;15;0.000000;2.00000;52.0000;14.3000;
2005;11;23;16;0.000000;4.00000;54.0000;14.3000;
2005;11;23;17;0.000000;4.00000;54.0000;14.3000;
2005;11;23;18;0.000000;4.00000;54.0000;14.3000;
2005;11;23;19;0.000000;2.00000;56.0000;14.3000;
2005;11;23;20;0.000000;2.00000;56.0000;14.3000;
2005;11;23;21;0.000000;0.000000;58.0000;14.3000;
2005;11;23;22;0.000000;0.000000;58.0000;14.3000;
2005;11;23;23;0.000000;0.000000;58.0000;14.3000;
2005;11;23;24;0.000000;0.000000;56.0000;14.3000;
2005;11;24;1;0.000000;0.000000;56.0000;14.3000;
2005;11;24;2;0.000000;0.000000;52.0000;14.3000;
2005;11;24;3;0.000000;2.00000;52.0000;14.3000;
2005;11;24;4;0.000000;2.00000;52.0000;14.3000;
2005;11;24;5;0.000000;2.00000;52.0000;14.3000;
2005;11;24;6;0.000000;2.00000;52.0000;14.3000;
2005;11;24;7;0.000000;2.00000;48.0000;14.3000;
2005;11;24;8;0.000000;2.00000;46.0000;14.3000;
2005;11;24;9;0.000000;4.00000;50.0000;14.3000;
2005;11;24;10;0.000000;4.00000;48.0000;14.3000;
2005;11;24;11;1.00000;6.00000;46.0000;14.3000;
2005;11;24;12;1.00000;10.0000;48.0000;14.3000;
2005;11;24;13;1.00000;8.00000;58.0000;14.3000;
2005;11;24;14;1.00000;4.00000;58.0000;14.3000;
2005;11;24;15;1.00000;11.0000;48.0000;14.3000;
2005;11;24;16;0.000000;11.0000;42.0000;14.3000;
2005;11;24;17;0.000000;15.0000;28.0000;14.3000;
2005;11;24;18;0.000000;17.0000;24.0000;14.3000;
2005;11;24;19;0.000000;27.0000;8.00000;14.3000;
2005;11;24;20;1.00000;33.0000;4.00000;14.3000;
2005;11;24;21;2.00000;38.0000;6.00000;14.3000;
2005;11;24;22;5.00000;42.0000;6.00000;14.3000;
2005;11;24;23;2.00000;36.0000;8.00000;14.3000;
2005;11;24;24;0.000000;25.0000;12.0000;14.3000;
2005;11;25;1;4.00000;38.0000;6.00000;16.9000;
2005;11;25;2;17.0000;63.0000;4.00000;16.9000;
2005;11;25;3;25.0000;73.0000;6.00000;16.9000;
2005;11;25;4;14.0000;52.0000;4.00000;16.9000;
2005;11;25;5;2.00000;27.0000;8.00000;16.9000;
2005;11;25;6;0.000000;13.0000;12.0000;16.9000;
2005;11;25;7;0.000000;17.0000;12.0000;16.9000;
2005;11;25;8;0.000000;15.0000;14.0000;16.9000;
2005;11;25;9;2.00000;23.0000;20.0000;16.9000;
2005;11;25;10;1.00000;17.0000;24.0000;16.9000;
2005;11;25;11;2.00000;23.0000;18.0000;16.9000;
2005;11;25;12;7.00000;33.0000;12.0000;16.9000;
2005;11;25;13;7.00000;33.0000;12.0000;16.9000;
2005;11;25;14;10.0000;46.0000;10.0000;16.9000;
2005;11;25;15;11.0000;54.0000;8.00000;16.9000;
2005;11;25;16;2.00000;33.0000;14.0000;16.9000;
2005;11;25;17;0.000000;29.0000;10.0000;16.9000;
2005;11;25;18;0.000000;29.0000;12.0000;16.9000;
2005;11;25;19;0.000000;17.0000;24.0000;16.9000;
2005;11;25;20;0.000000;13.0000;-999;16.9000;
2005;11;25;21;1.00000;29.0000;14.0000;16.9000;
2005;11;25;22;1.00000;42.0000;4.00000;16.9000;
2005;11;25;23;1.00000;38.0000;4.00000;16.9000;
2005;11;25;24;2.00000;40.0000;4.00000;16.9000;
2005;11;26;1;4.00000;42.0000;4.00000;18.2000;
2005;11;26;2;4.00000;42.0000;4.00000;18.2000;
2005;11;26;3;2.00000;40.0000;4.00000;18.2000;
2005;11;26;4;5.00000;46.0000;4.00000;18.2000;
2005;11;26;5;2.00000;42.0000;4.00000;18.2000;
2005;11;26;6;1.00000;38.0000;6.00000;18.2000;
2005;11;26;7;2.00000;38.0000;6.00000;18.2000;
2005;11;26;8;4.00000;40.0000;4.00000;18.2000;
2005;11;26;9;7.00000;46.0000;6.00000;18.2000;
2005;11;26;10;14.0000;54.0000;6.00000;18.2000;
2005;11;26;11;16.0000;55.0000;6.00000;18.2000;
2005;11;26;12;14.0000;54.0000;6.00000;18.2000;
2005;11;26;13;12.0000;48.0000;6.00000;18.2000;
